flow_id,timestamp,time_step,scenario,source_node,destination_node,router_id,hop_count,path_length,bandwidth_mbps,traffic_interval_sec,active_users,traffic_load_mbps,utilization_percent,queue_occupancy_percent,latency_ms,jitter_ms,throughput_mbps,packet_loss_percent,tx_packets,rx_packets,lost_packets,retransmissions,flow_duration_sec,event_type,peak_hour,failure_event,sla_violation
2373,2026-01-01 18:53:00,594,low,client_3,server_1,router_1,2,client-router-server,11.02,2.59,17,136.44,48.79,24.49,68.36,3.73,11.02,0.01,1488,1487,1,1,24.85,traffic_spike,1,0,0
2374,2026-01-01 18:53:00,594,medium,client_1,server_1,router_1,2,client-router-server,3.96,0.76,33,64.85,57.4,40.03,73.1,4.87,3.96,0.46,2437,2426,11,3,16.07,traffic_spike,1,0,0
2375,2026-01-01 18:53:00,594,high,client_2,server_1,router_1,2,client-router-server,2.48,0.51,42,76.79,100.0,81.51,114.54,4.4,2.48,5.62,3606,3404,202,116,53.47,traffic_spike,1,0,1
2376,2026-01-01 18:53:00,594,congestion,client_2,server_1,router_1,2,client-router-server,1.01,0.11,68,58.61,100.0,95.19,107.88,13.2,1.01,4.66,2973,2835,138,8,58.38,traffic_spike,1,0,1
2377,2026-01-01 18:54:00,595,low,client_1,server_1,router_1,2,client-router-server,10.26,2.37,9,109.78,71.96,57.19,60.84,7.24,10.26,0.89,2172,2153,19,12,45.32,traffic_spike,1,0,0
2378,2026-01-01 18:54:00,595,medium,client_2,server_1,router_1,2,client-router-server,5.66,1.22,25,83.1,58.76,42.78,55.98,8.44,5.66,0.97,4319,4278,41,40,54.04,traffic_spike,1,0,0
2379,2026-01-01 18:54:00,595,high,client_1,server_1,router_1,2,client-router-server,2.09,0.51,41,63.98,100.0,99.78,84.88,5.4,2.09,1.81,3877,3807,70,26,17.0,traffic_spike,1,0,1
2380,2026-01-01 18:54:00,595,congestion,client_2,server_1,router_1,2,client-router-server,0.88,0.11,57,164.95,100.0,78.37,124.33,10.06,0.88,1.74,1580,1553,27,4,58.24,traffic_spike,1,0,1
2381,2026-01-01 18:55:00,596,low,client_2,server_1,router_1,2,client-router-server,10.41,2.06,10,50.08,23.61,21.62,26.38,2.7,10.41,0.01,4411,4410,1,0,47.1,traffic_spike,1,0,0
2382,2026-01-01 18:55:00,596,medium,client_1,server_1,router_1,2,client-router-server,3.77,1.37,27,130.57,100.0,100.0,129.18,14.96,3.77,3.97,5743,5516,227,0,22.56,traffic_spike,1,0,1
2383,2026-01-01 18:55:00,596,high,client_3,server_1,router_1,2,client-router-server,2.15,0.63,44,166.29,100.0,100.0,120.2,11.9,2.15,3.1,4531,4391,140,91,21.5,traffic_spike,1,0,1
2384,2026-01-01 18:55:00,596,congestion,client_1,server_1,router_1,2,client-router-server,1.2,0.13,60,53.08,100.0,100.0,82.44,14.33,1.2,4.66,3992,3806,186,169,39.57,traffic_spike,1,0,1
2385,2026-01-01 18:56:00,597,low,client_1,server_1,router_1,2,client-router-server,9.85,1.42,16,119.53,71.48,57.95,82.45,3.0,9.85,0.76,5949,5904,45,11,32.68,traffic_spike,1,0,1
2386,2026-01-01 18:56:00,597,medium,client_1,server_1,router_1,2,client-router-server,5.87,1.31,22,59.83,49.07,48.17,46.22,3.95,5.87,0.01,2881,2880,1,0,5.92,traffic_spike,1,0,0
2387,2026-01-01 18:56:00,597,high,client_2,server_1,router_1,2,client-router-server,2.49,0.68,53,167.45,100.0,94.57,107.71,10.24,2.49,4.38,5179,4953,226,82,59.97,traffic_spike,1,0,1
2388,2026-01-01 18:56:00,597,congestion,client_3,server_1,router_1,2,client-router-server,0.86,0.12,63,125.23,100.0,100.0,129.59,10.02,0.86,4.84,1798,1711,87,46,11.65,traffic_spike,1,0,1
2389,2026-01-01 18:57:00,598,low,client_2,server_1,router_1,2,client-router-server,11.06,1.96,15,162.6,59.28,53.38,57.09,7.09,11.06,0.51,4092,4072,20,4,45.87,traffic_spike,1,0,0
2390,2026-01-01 18:57:00,598,medium,client_2,server_1,router_1,2,client-router-server,4.55,0.8,28,84.57,61.85,68.62,62.79,11.29,4.55,0.98,1886,1868,18,16,17.5,traffic_spike,1,0,0
2391,2026-01-01 18:57:00,598,high,client_2,server_1,router_1,2,client-router-server,2.14,0.46,50,145.25,100.0,58.88,101.45,10.18,2.14,3.89,1172,1127,45,29,22.23,traffic_spike,1,0,1
2392,2026-01-01 18:57:00,598,congestion,client_3,server_1,router_1,2,client-router-server,1.13,0.11,60,88.79,100.0,100.0,77.56,5.67,1.13,3.27,5552,5371,181,12,29.76,traffic_spike,1,0,1
2393,2026-01-01 18:58:00,599,low,client_1,server_1,router_1,2,client-router-server,12.38,1.67,8,101.41,44.4,24.6,54.2,6.97,12.38,0.01,1447,1446,1,1,40.57,traffic_spike,1,0,0
2394,2026-01-01 18:58:00,599,medium,client_1,server_1,router_1,2,client-router-server,5.07,1.08,26,130.19,100.0,100.0,93.16,3.92,5.07,4.74,1530,1458,72,41,44.06,traffic_spike,1,0,1
2395,2026-01-01 18:58:00,599,high,client_1,server_1,router_1,2,client-router-server,2.27,0.66,41,158.77,100.0,56.78,95.92,8.66,2.27,3.95,4288,4119,169,155,53.01,traffic_spike,1,0,1
2396,2026-01-01 18:58:00,599,congestion,client_3,server_1,router_1,2,client-router-server,1.15,0.14,64,124.39,100.0,51.53,99.62,5.66,1.15,5.99,2191,2060,131,30,39.94,traffic_spike,1,0,1
2397,2026-01-01 18:59:00,600,low,client_1,server_1,router_1,2,client-router-server,11.73,1.45,6,60.38,16.02,11.17,24.72,2.35,11.73,0.01,5519,5518,1,0,40.11,traffic_spike,1,0,0
2398,2026-01-01 18:59:00,600,medium,client_1,server_1,router_1,2,client-router-server,4.3,0.84,32,80.68,77.64,80.92,96.56,6.06,4.3,2.73,4948,4813,135,94,43.49,traffic_spike,1,0,1
2399,2026-01-01 18:59:00,600,high,client_1,server_1,router_1,2,client-router-server,1.56,0.39,45,117.7,100.0,85.2,125.41,12.57,1.56,5.21,4396,4167,229,129,16.76,traffic_spike,1,0,1
2400,2026-01-01 18:59:00,600,congestion,client_1,server_1,router_1,2,client-router-server,0.83,0.09,56,150.62,100.0,100.0,91.33,8.12,0.83,5.87,2025,1907,118,112,52.46,traffic_spike,1,0,1
2401,2026-01-01 19:00:00,601,low,client_2,server_1,router_1,2,client-router-server,10.32,2.45,6,167.67,100.0,53.2,82.66,9.66,10.32,3.1,4261,4129,132,128,15.72,traffic_spike,1,0,1
2402,2026-01-01 19:00:00,601,medium,client_3,server_1,router_1,2,client-router-server,5.1,1.38,33,57.02,46.14,36.17,67.69,6.13,5.1,0.01,1785,1784,1,1,5.59,traffic_spike,1,0,0
2403,2026-01-01 19:00:00,601,high,client_2,server_1,router_1,2,client-router-server,1.56,0.44,42,123.69,100.0,94.73,137.36,10.87,1.56,4.96,5997,5700,297,5,23.88,traffic_spike,1,0,1
2404,2026-01-01 19:00:00,601,congestion,client_1,server_1,router_1,2,client-router-server,0.93,0.11,62,97.76,100.0,57.65,131.09,9.22,0.93,1.61,4928,4849,79,14,50.68,traffic_spike,1,0,1
2405,2026-01-01 19:01:00,602,low,client_3,server_1,router_1,2,client-router-server,7.99,1.81,10,169.4,98.14,100.0,76.19,9.5,7.99,3.99,5803,5572,231,222,51.86,traffic_spike,1,0,1
2406,2026-01-01 19:01:00,602,medium,client_2,server_1,router_1,2,client-router-server,4.6,1.15,27,61.66,77.75,72.75,85.68,11.07,4.6,2.99,5631,5463,168,120,10.09,traffic_spike,1,0,1
2407,2026-01-01 19:01:00,602,high,client_1,server_1,router_1,2,client-router-server,1.63,0.52,53,98.93,100.0,54.7,118.32,7.77,1.63,4.12,2073,1988,85,85,18.6,traffic_spike,1,0,1
2408,2026-01-01 19:01:00,602,congestion,client_3,server_1,router_1,2,client-router-server,1.25,0.08,62,49.58,100.0,100.0,124.4,9.43,1.25,5.64,4818,4547,271,222,42.24,traffic_spike,1,0,1
2409,2026-01-01 19:02:00,603,low,client_1,server_1,router_1,2,client-router-server,7.97,1.88,15,110.85,81.7,91.43,107.15,10.98,7.97,1.41,5229,5156,73,66,56.16,traffic_spike,1,0,1
2410,2026-01-01 19:02:00,603,medium,client_3,server_1,router_1,2,client-router-server,4.7,0.75,25,89.31,90.79,47.73,94.27,10.3,4.7,4.78,2957,2816,141,7,46.99,traffic_spike,1,0,1
2411,2026-01-01 19:02:00,603,high,client_1,server_1,router_1,2,client-router-server,2.28,0.56,40,165.34,100.0,100.0,95.58,9.55,2.28,2.31,2661,2600,61,55,21.46,traffic_spike,1,0,1
2412,2026-01-01 19:02:00,603,congestion,client_2,server_1,router_1,2,client-router-server,1.11,0.07,56,136.47,100.0,93.2,123.88,8.69,1.11,4.13,5372,5151,221,9,50.31,traffic_spike,1,0,1
2413,2026-01-01 19:03:00,604,low,client_1,server_1,router_1,2,client-router-server,12.2,1.42,10,86.25,22.34,22.32,34.08,4.46,12.2,0.01,5644,5643,1,1,10.36,traffic_spike,1,0,0
2414,2026-01-01 19:03:00,604,medium,client_1,server_1,router_1,2,client-router-server,5.81,0.72,30,89.11,51.16,39.13,65.83,5.55,5.81,0.04,4078,4077,1,1,40.4,traffic_spike,1,0,0
2415,2026-01-01 19:03:00,604,high,client_3,server_1,router_1,2,client-router-server,2.46,0.63,40,91.65,100.0,100.0,75.71,9.64,2.46,4.82,3292,3134,158,101,16.52,traffic_spike,1,0,1
2416,2026-01-01 19:03:00,604,congestion,client_2,server_1,router_1,2,client-router-server,0.81,0.13,55,158.26,100.0,96.08,83.92,8.69,0.81,3.83,1517,1459,58,2,36.83,traffic_spike,1,0,1
2417,2026-01-01 19:04:00,605,low,client_2,server_1,router_1,2,client-router-server,11.98,2.05,13,158.06,65.91,53.94,54.98,4.66,11.98,1.3,1582,1562,20,5,44.09,traffic_spike,1,0,0
2418,2026-01-01 19:04:00,605,medium,client_3,server_1,router_1,2,client-router-server,3.86,1.29,31,150.83,100.0,100.0,114.06,14.72,3.86,5.23,3736,3541,195,146,16.14,traffic_spike,1,0,1
2419,2026-01-01 19:04:00,605,high,client_1,server_1,router_1,2,client-router-server,2.23,0.48,48,136.46,100.0,95.64,108.77,12.1,2.23,2.44,3617,3529,88,38,55.71,traffic_spike,1,0,1
2420,2026-01-01 19:04:00,605,congestion,client_3,server_1,router_1,2,client-router-server,0.85,0.1,68,160.39,100.0,62.99,65.92,5.0,0.85,3.12,4349,4214,135,101,15.92,traffic_spike,1,0,1
2421,2026-01-01 19:05:00,606,low,client_2,server_1,router_1,2,client-router-server,12.12,2.58,9,140.21,78.2,92.29,86.47,6.45,12.12,1.88,2056,2018,38,28,25.17,traffic_spike,1,0,1
2422,2026-01-01 19:05:00,606,medium,client_2,server_1,router_1,2,client-router-server,6.23,1.2,20,134.46,100.0,50.47,78.36,4.33,6.23,3.92,4484,4309,175,37,40.89,traffic_spike,1,0,1
2423,2026-01-01 19:05:00,606,high,client_1,server_1,router_1,2,client-router-server,1.6,0.63,41,111.0,100.0,100.0,70.25,13.0,1.6,2.37,2933,2864,69,45,40.82,traffic_spike,1,0,1
2424,2026-01-01 19:05:00,606,congestion,client_1,server_1,router_1,2,client-router-server,0.82,0.09,65,93.69,100.0,64.27,64.55,14.15,0.82,2.9,5396,5240,156,132,18.8,traffic_spike,1,0,1
2425,2026-01-01 19:06:00,607,low,client_2,server_1,router_1,2,client-router-server,9.75,1.55,10,58.22,38.87,46.41,35.99,8.75,9.75,0.01,5594,5593,1,0,13.5,traffic_spike,1,0,0
2426,2026-01-01 19:06:00,607,medium,client_2,server_1,router_1,2,client-router-server,4.78,1.31,21,124.0,100.0,100.0,128.11,12.33,4.78,5.19,5596,5306,290,223,33.19,traffic_spike,1,0,1
2427,2026-01-01 19:06:00,607,high,client_2,server_1,router_1,2,client-router-server,2.35,0.59,44,131.84,100.0,100.0,77.67,10.99,2.35,4.61,3211,3063,148,49,27.5,traffic_spike,1,0,1
2428,2026-01-01 19:06:00,607,congestion,client_3,server_1,router_1,2,client-router-server,0.96,0.1,58,63.47,100.0,77.15,128.1,10.14,0.96,1.99,5053,4953,100,59,14.42,traffic_spike,1,0,1
2429,2026-01-01 19:07:00,608,low,client_2,server_1,router_1,2,client-router-server,8.62,2.74,7,123.22,92.87,89.94,87.82,9.12,8.62,4.44,2476,2367,109,93,10.96,traffic_spike,1,0,1
2430,2026-01-01 19:07:00,608,medium,client_3,server_1,router_1,2,client-router-server,6.1,1.31,21,54.26,34.52,37.52,45.51,2.74,6.1,0.01,1550,1549,1,1,7.69,traffic_spike,1,0,0
2431,2026-01-01 19:07:00,608,high,client_1,server_1,router_1,2,client-router-server,2.44,0.61,41,82.46,100.0,93.1,107.32,5.87,2.44,2.1,4609,4513,96,68,51.76,traffic_spike,1,0,1
2432,2026-01-01 19:07:00,608,congestion,client_1,server_1,router_1,2,client-router-server,0.78,0.13,64,66.48,100.0,66.29,116.79,12.76,0.78,5.53,2151,2033,118,105,50.54,traffic_spike,1,0,1
2433,2026-01-01 19:08:00,609,low,client_2,server_1,router_1,2,client-router-server,7.82,1.85,17,100.0,55.88,51.58,50.99,7.69,7.82,0.42,4849,4829,20,4,40.21,traffic_spike,1,0,0
2434,2026-01-01 19:08:00,609,medium,client_1,server_1,router_1,2,client-router-server,5.07,1.11,27,134.84,100.0,100.0,116.78,10.6,5.07,5.2,1407,1334,73,10,20.26,traffic_spike,1,0,1
2435,2026-01-01 19:08:00,609,high,client_2,server_1,router_1,2,client-router-server,2.04,0.66,50,165.19,100.0,59.25,92.89,8.66,2.04,1.53,1445,1423,22,13,46.66,traffic_spike,1,0,1
2436,2026-01-01 19:08:00,609,congestion,client_2,server_1,router_1,2,client-router-server,0.78,0.12,67,130.81,100.0,82.15,110.08,10.11,0.78,4.13,4904,4702,202,39,24.04,traffic_spike,1,0,1
2437,2026-01-01 19:09:00,610,low,client_1,server_1,router_1,2,client-router-server,11.54,1.5,14,135.84,72.49,85.9,67.01,4.03,11.54,2.21,3064,2997,67,22,9.6,traffic_spike,1,0,0
2438,2026-01-01 19:09:00,610,medium,client_1,server_1,router_1,2,client-router-server,6.15,0.92,31,90.23,50.19,36.89,60.2,9.22,6.15,0.01,5021,5020,1,1,16.13,traffic_spike,1,0,0
2439,2026-01-01 19:09:00,610,high,client_1,server_1,router_1,2,client-router-server,2.25,0.57,45,72.08,100.0,69.86,127.13,11.09,2.25,4.7,4322,4119,203,112,31.88,traffic_spike,1,0,1
2440,2026-01-01 19:09:00,610,congestion,client_3,server_1,router_1,2,client-router-server,0.98,0.13,64,96.97,100.0,100.0,92.59,6.13,0.98,3.9,3680,3537,143,58,37.89,traffic_spike,1,0,1
2441,2026-01-01 19:10:00,611,low,client_2,server_1,router_1,2,client-router-server,11.86,2.72,6,88.48,38.04,36.85,39.49,7.79,11.86,0.01,3432,3431,1,0,15.92,traffic_spike,1,0,0
2442,2026-01-01 19:10:00,611,medium,client_3,server_1,router_1,2,client-router-server,5.46,1.35,25,100.81,100.0,100.0,80.45,10.37,5.46,5.3,4017,3805,212,102,18.21,traffic_spike,1,0,1
2443,2026-01-01 19:10:00,611,high,client_1,server_1,router_1,2,client-router-server,2.47,0.51,51,154.89,100.0,79.11,116.49,10.07,2.47,3.7,5250,5056,194,65,14.19,traffic_spike,1,0,1
2444,2026-01-01 19:10:00,611,congestion,client_2,server_1,router_1,2,client-router-server,1.16,0.1,58,77.74,100.0,75.59,72.81,6.62,1.16,5.63,4018,3792,226,88,37.71,traffic_spike,1,0,1
2445,2026-01-01 19:11:00,612,low,client_2,server_1,router_1,2,client-router-server,12.33,2.78,12,118.02,45.44,51.75,56.67,9.2,12.33,0.01,5738,5737,1,0,22.81,traffic_spike,1,0,0
2446,2026-01-01 19:11:00,612,medium,client_3,server_1,router_1,2,client-router-server,5.58,0.83,31,133.5,100.0,92.69,93.16,5.48,5.58,3.41,5300,5120,180,106,40.14,traffic_spike,1,0,1
2447,2026-01-01 19:11:00,612,high,client_3,server_1,router_1,2,client-router-server,1.73,0.58,45,164.48,100.0,73.63,112.91,9.7,1.73,5.9,4435,4174,261,260,51.16,traffic_spike,1,0,1
2448,2026-01-01 19:11:00,612,congestion,client_3,server_1,router_1,2,client-router-server,1.21,0.1,66,130.42,100.0,100.0,77.3,4.99,1.21,4.61,5411,5162,249,154,45.91,traffic_spike,1,0,1
2449,2026-01-01 19:12:00,613,low,client_3,server_1,router_1,2,client-router-server,7.57,2.6,16,152.03,100.0,100.0,104.96,9.97,7.57,4.53,1030,984,46,28,56.88,traffic_spike,1,0,1
2450,2026-01-01 19:12:00,613,medium,client_3,server_1,router_1,2,client-router-server,4.98,0.85,21,119.08,100.0,85.67,133.21,7.68,4.98,2.57,3728,3633,95,83,35.25,traffic_spike,1,0,1
2451,2026-01-01 19:12:00,613,high,client_3,server_1,router_1,2,client-router-server,2.35,0.42,43,75.37,100.0,65.48,64.93,10.79,2.35,5.7,4240,3999,241,163,36.85,traffic_spike,1,0,1
2452,2026-01-01 19:12:00,613,congestion,client_1,server_1,router_1,2,client-router-server,0.89,0.14,64,88.75,100.0,78.52,66.2,7.74,0.89,4.3,4082,3907,175,66,8.54,traffic_spike,1,0,1
2453,2026-01-01 19:13:00,614,low,client_3,server_1,router_1,2,client-router-server,7.68,2.74,12,127.35,99.21,62.64,110.58,11.98,7.68,2.43,2565,2503,62,62,42.38,traffic_spike,1,0,1
2454,2026-01-01 19:13:00,614,medium,client_1,server_1,router_1,2,client-router-server,4.92,0.79,25,97.08,69.0,51.44,85.22,10.81,4.92,0.68,3082,3062,20,13,40.22,traffic_spike,1,0,1
2455,2026-01-01 19:13:00,614,high,client_3,server_1,router_1,2,client-router-server,2.43,0.59,44,102.72,100.0,73.76,126.47,13.43,2.43,4.78,2494,2375,119,100,9.54,traffic_spike,1,0,1
2456,2026-01-01 19:13:00,614,congestion,client_2,server_1,router_1,2,client-router-server,0.98,0.1,65,127.09,100.0,81.44,134.61,5.44,0.98,1.51,4013,3953,60,56,33.17,traffic_spike,1,0,1
2457,2026-01-01 19:14:00,615,low,client_2,server_1,router_1,2,client-router-server,9.03,1.87,18,90.18,62.68,36.81,64.33,10.8,9.03,0.78,4488,4453,35,33,58.57,traffic_spike,1,0,0
2458,2026-01-01 19:14:00,615,medium,client_2,server_1,router_1,2,client-router-server,5.17,0.73,32,109.57,100.0,90.26,82.81,4.9,5.17,4.32,5547,5308,239,122,35.62,traffic_spike,1,0,1
2459,2026-01-01 19:14:00,615,high,client_3,server_1,router_1,2,client-router-server,1.55,0.54,50,72.07,100.0,50.85,70.69,9.32,1.55,5.85,2537,2389,148,57,42.28,traffic_spike,1,0,1
2460,2026-01-01 19:14:00,615,congestion,client_1,server_1,router_1,2,client-router-server,1.13,0.1,62,46.92,100.0,83.36,106.08,10.8,1.13,5.56,4791,4525,266,56,55.94,traffic_spike,1,0,1
2461,2026-01-01 19:15:00,616,low,client_1,server_1,router_1,2,client-router-server,10.47,1.55,12,96.06,47.44,36.39,64.32,8.01,10.47,0.01,1812,1811,1,0,49.33,traffic_spike,1,0,0
2462,2026-01-01 19:15:00,616,medium,client_3,server_1,router_1,2,client-router-server,5.6,1.37,26,113.38,100.0,76.17,81.71,9.97,5.6,4.6,5900,5629,271,141,47.66,traffic_spike,1,0,1
2463,2026-01-01 19:15:00,616,high,client_3,server_1,router_1,2,client-router-server,2.27,0.55,43,113.96,100.0,100.0,125.57,5.76,2.27,4.77,2624,2499,125,51,25.77,traffic_spike,1,0,1
2464,2026-01-01 19:15:00,616,congestion,client_3,server_1,router_1,2,client-router-server,1.0,0.13,57,74.86,100.0,100.0,124.79,12.38,1.0,3.67,1723,1660,63,27,53.1,traffic_spike,1,0,1
2465,2026-01-01 19:16:00,617,low,client_3,server_1,router_1,2,client-router-server,9.98,2.04,5,122.12,73.5,84.46,61.42,8.14,9.98,0.77,4445,4411,34,13,17.26,traffic_spike,1,0,0
2466,2026-01-01 19:16:00,617,medium,client_2,server_1,router_1,2,client-router-server,5.15,0.85,27,104.21,93.34,100.0,105.84,6.96,5.15,3.06,2353,2281,72,16,12.56,traffic_spike,1,0,1
2467,2026-01-01 19:16:00,617,high,client_3,server_1,router_1,2,client-router-server,2.01,0.66,52,77.72,100.0,100.0,113.14,10.12,2.01,4.63,1935,1846,89,28,44.04,traffic_spike,1,0,1
2468,2026-01-01 19:16:00,617,congestion,client_1,server_1,router_1,2,client-router-server,0.99,0.08,61,113.68,100.0,100.0,87.19,6.7,0.99,4.96,5421,5153,268,204,7.64,traffic_spike,1,0,1
2469,2026-01-01 19:17:00,618,low,client_2,server_1,router_1,2,client-router-server,8.12,1.77,6,72.51,61.35,69.93,66.26,10.56,8.12,1.1,4069,4025,44,14,32.92,traffic_spike,1,0,0
2470,2026-01-01 19:17:00,618,medium,client_2,server_1,router_1,2,client-router-server,6.01,1.04,30,103.68,52.31,35.1,61.78,9.39,6.01,0.16,1454,1452,2,1,22.91,traffic_spike,1,0,0
2471,2026-01-01 19:17:00,618,high,client_2,server_1,router_1,2,client-router-server,2.2,0.54,52,84.63,100.0,84.86,80.26,12.46,2.2,5.42,2712,2566,146,22,32.69,traffic_spike,1,0,1
2472,2026-01-01 19:17:00,618,congestion,client_3,server_1,router_1,2,client-router-server,1.16,0.11,56,162.23,100.0,95.06,138.31,12.59,1.16,5.73,5403,5094,309,80,19.08,traffic_spike,1,0,1
2473,2026-01-01 19:18:00,619,low,client_3,server_1,router_1,2,client-router-server,12.05,2.74,9,92.43,43.67,21.96,59.65,2.17,12.05,0.01,5251,5250,1,1,23.43,traffic_spike,1,0,0
2474,2026-01-01 19:18:00,619,medium,client_3,server_1,router_1,2,client-router-server,5.16,0.75,27,140.69,100.0,64.27,126.88,8.96,5.16,4.38,3028,2896,132,128,55.87,traffic_spike,1,0,1
2475,2026-01-01 19:18:00,619,high,client_3,server_1,router_1,2,client-router-server,1.9,0.45,46,69.31,100.0,70.96,119.7,12.29,1.9,1.94,1920,1883,37,24,33.09,traffic_spike,1,0,1
2476,2026-01-01 19:18:00,619,congestion,client_1,server_1,router_1,2,client-router-server,1.06,0.1,58,124.66,100.0,99.44,117.68,7.87,1.06,3.19,2708,2622,86,12,59.3,traffic_spike,1,0,1
2477,2026-01-01 19:19:00,620,low,client_2,server_1,router_1,2,client-router-server,10.58,2.01,8,114.56,49.52,26.55,67.42,7.79,10.58,0.01,4302,4301,1,1,33.45,traffic_spike,1,0,0
2478,2026-01-01 19:19:00,620,medium,client_3,server_1,router_1,2,client-router-server,5.22,1.39,25,101.87,100.0,82.16,69.94,5.11,5.22,5.04,4056,3852,204,115,40.4,traffic_spike,1,0,1
2479,2026-01-01 19:19:00,620,high,client_2,server_1,router_1,2,client-router-server,2.49,0.49,47,48.03,100.0,57.97,126.3,11.09,2.49,1.64,4041,3975,66,34,59.31,traffic_spike,1,0,1
2480,2026-01-01 19:19:00,620,congestion,client_2,server_1,router_1,2,client-router-server,0.76,0.08,65,115.26,100.0,100.0,135.91,6.6,0.76,2.57,4477,4362,115,79,20.66,traffic_spike,1,0,1
2481,2026-01-01 19:20:00,621,low,client_1,server_1,router_1,2,client-router-server,10.66,2.28,16,145.7,83.88,91.44,98.67,7.28,10.66,3.91,1764,1696,68,3,29.06,traffic_spike,1,0,1
2482,2026-01-01 19:20:00,621,medium,client_1,server_1,router_1,2,client-router-server,4.0,0.86,29,75.78,97.44,100.0,122.93,14.5,4.0,3.72,4274,4116,158,146,46.75,traffic_spike,1,0,1
2483,2026-01-01 19:20:00,621,high,client_1,server_1,router_1,2,client-router-server,2.18,0.68,42,159.75,100.0,100.0,138.33,11.99,2.18,5.12,2640,2505,135,131,18.65,traffic_spike,1,0,1
2484,2026-01-01 19:20:00,621,congestion,client_1,server_1,router_1,2,client-router-server,0.93,0.13,59,84.88,100.0,82.45,91.31,9.63,0.93,3.41,4017,3881,136,80,26.5,traffic_spike,1,0,1
2485,2026-01-01 19:21:00,622,low,client_3,server_1,router_1,2,client-router-server,12.1,2.15,7,55.95,15.33,11.77,26.45,2.64,12.1,0.01,2963,2962,1,0,21.33,traffic_spike,1,0,0
2486,2026-01-01 19:21:00,622,medium,client_3,server_1,router_1,2,client-router-server,4.02,1.11,30,155.89,100.0,54.72,81.93,13.68,4.02,4.17,2580,2473,107,44,20.31,traffic_spike,1,0,1
2487,2026-01-01 19:21:00,622,high,client_2,server_1,router_1,2,client-router-server,1.8,0.64,42,143.83,100.0,79.54,89.06,8.53,1.8,2.2,2750,2690,60,54,7.9,traffic_spike,1,0,1
2488,2026-01-01 19:21:00,622,congestion,client_3,server_1,router_1,2,client-router-server,1.24,0.14,67,66.33,100.0,72.4,93.85,9.08,1.24,2.52,1204,1174,30,13,34.83,traffic_spike,1,0,1
2489,2026-01-01 19:22:00,623,low,client_1,server_1,router_1,2,client-router-server,11.35,1.6,16,147.39,73.2,50.69,97.33,9.66,11.35,1.91,4761,4671,90,76,11.75,traffic_spike,1,0,1
2490,2026-01-01 19:22:00,623,medium,client_1,server_1,router_1,2,client-router-server,3.93,1.38,20,62.69,82.67,78.39,82.8,12.0,3.93,1.31,5802,5726,76,31,25.33,traffic_spike,1,0,1
2491,2026-01-01 19:22:00,623,high,client_2,server_1,router_1,2,client-router-server,1.93,0.45,47,95.27,100.0,100.0,95.48,8.84,1.93,2.73,2789,2713,76,29,47.55,traffic_spike,1,0,1
2492,2026-01-01 19:22:00,623,congestion,client_1,server_1,router_1,2,client-router-server,0.82,0.08,66,142.39,100.0,52.42,78.37,8.97,0.82,4.27,1370,1312,58,55,26.51,traffic_spike,1,0,1
2493,2026-01-01 19:23:00,624,low,client_2,server_1,router_1,2,client-router-server,9.31,2.29,7,60.55,41.32,31.96,47.12,2.16,9.31,0.01,4439,4438,1,1,53.93,traffic_spike,1,0,0
2494,2026-01-01 19:23:00,624,medium,client_2,server_1,router_1,2,client-router-server,5.97,1.35,23,117.39,65.09,36.61,76.01,3.3,5.97,1.07,1757,1739,18,13,20.75,traffic_spike,1,0,0
2495,2026-01-01 19:23:00,624,high,client_1,server_1,router_1,2,client-router-server,2.34,0.68,44,99.81,100.0,100.0,84.33,9.34,2.34,2.24,3345,3271,74,28,55.92,traffic_spike,1,0,1
2496,2026-01-01 19:23:00,624,congestion,client_1,server_1,router_1,2,client-router-server,1.17,0.11,60,66.43,100.0,88.47,94.62,6.73,1.17,5.32,5142,4869,273,240,55.88,traffic_spike,1,0,1
2497,2026-01-01 19:24:00,625,low,client_2,server_1,router_1,2,client-router-server,12.02,2.44,17,65.81,30.87,29.07,46.63,3.07,12.02,0.01,5915,5914,1,0,13.71,traffic_spike,1,0,0
2498,2026-01-01 19:24:00,625,medium,client_3,server_1,router_1,2,client-router-server,6.1,1.2,22,92.65,100.0,69.87,133.21,4.09,6.1,2.06,3053,2991,62,50,26.42,traffic_spike,1,0,1
2499,2026-01-01 19:24:00,625,high,client_2,server_1,router_1,2,client-router-server,1.55,0.62,50,122.65,100.0,55.88,112.52,12.04,1.55,3.82,3162,3042,120,113,50.43,traffic_spike,1,0,1
2500,2026-01-01 19:24:00,625,congestion,client_1,server_1,router_1,2,client-router-server,0.79,0.1,66,71.75,100.0,100.0,124.45,10.24,0.79,4.39,5459,5220,239,183,21.71,traffic_spike,1,0,1
2501,2026-01-01 19:25:00,626,low,client_1,server_1,router_1,2,client-router-server,10.09,1.68,8,122.77,73.54,47.91,67.78,8.89,10.09,1.0,2036,2016,20,8,20.05,traffic_spike,1,0,0
2502,2026-01-01 19:25:00,626,medium,client_1,server_1,router_1,2,client-router-server,3.76,1.03,22,130.18,100.0,55.84,92.31,9.04,3.76,3.23,3789,3667,122,106,55.94,traffic_spike,1,0,1
